text,sentiment,result
"Market Quick Take - May 28, 2020 #Macro #forex #stocks #commodities https://t.co/Felks3LmQo https://t.co/J6GAD66Vmn",neutral,neutral
Lennox International Inc. $LII Expected to Post Quarterly Sales of $1.03 Billion https://t.co/YvqQIemRqX #stocks,neutral,neutral
Around 90% of the world’s fish stocks are being overfished #Fish #Stocks #Fails #Trend https://t.co/uvYMZTRpvq,negative,negative
RT @RichLightShed: Disney's Unique Vulnerability to #COVID19 Should Keep Investors Away and We are NOT Talking About its Theme Park Exposur…,negative,negative
"RT @LMT978: $AMZN hit +$1,000 today since I made it our Chart of the Day best idea for Members on March 25. 

I am currently +48% in my ope…",positive,positive
RT @BravoLima78: Great lotto Friday today. @psk2329 was money on his $AAPL &amp; $AMZN puts. Also got in some $NVDA &amp; $NFLX for a nice end to a…,positive,positive
$SPY $SPX $QQQ $USO $UCO $SCO $ES_F $NQ_F $RTY_F $ZB_F $GC_F $NDX $RUT $AAPL $NFLX $AMZN $SHOP $CHWY $ZM $BA $TSLA $FB $MSFT $DIA $IWM $QCOM $GDX $DAX $BYND $TWTR $GLD $SLV $GE_F $BABA $TLT $LYFT $VXX $TVIX $VIX $XLE $XOM $JPM $GS $GOOG $DIS $IBM #Options #Stocks #NASDAQ #SPY https://t.co/IxsXdJ8l9M https://t.co/46qdAnNON8,neutral,neutral
FedEx removed its branding from NASCAR's Denny ... $AAPL $AMZN $BTC $ETH $FB $GOOG $MSFT $QQQ $SPY $TSLA #cnbc #foxbusiness #business #money #entrepreneur #trading #investing #investment #stock #stockmarket #forex #crypto #cryptocurrency #Bitcoin #Ethereum #Coinbase #Robinhood https://t.co/oiMjKwmrUl,negative,neutral
"$9,800 total gain this week! Holding some contracts of $TSLA and $AMZN for next week. Thank you @EliteOptions2 @BeastModeTrades  for the continued valuable service. The levels and guidance are greatly appreciated. Have a good weekend everyone! 🙏👩🏻‍💻📉📈🚀💵 #OptionsTrading https://t.co/1T1qucZnf8",positive,positive
"RT @eWhispers: #earnings before the open tomorrow 

https://t.co/lObOE0dgsr 

$BA $GE $MA $SPOT $HAS $ANTM $APRN $YUM $HUM $AMT $GD $NOC $V…",neutral,neutral
$SPX I think that was the retest of the top. to hades you go📉😈 https://t.co/PkwIWLDMxp,neutral,neutral
"Just "" Sucking out that premium "" this afternoon..... $SPX $SPY IMO",neutral,neutral
RT @LiveSquawk: $FB | Target To Pause All Ads On Facebook And Instagram For The Month Of July - NBC,neutral,neutral
"RT @CapitalTrends: After #DrReddy, #Cipla, #SunPharma, #Lupin also hits #52weekhigh. For more such #stocks, visit at - https://t.co/Eayw0df…",neutral,neutral
"Actionable Options Tuesday, April 14, 2020 $C $BAC https://t.co/s3WrFyfiTU",neutral,neutral
"RT @MahiMahi_Girl: This should open your eyes at the upside potential on $ZHUD

$NE $NTN $NCTY $CHCI $COHN $VVPR $AFH $EMBL $AAWC $SEGN $IT…",positive,neutral
June contract charts in $CL_F are available to our members. Expect #oil to extend lower. Follow for more updates. #Elliottwave #Trading #Stocks #Oil #Total #CRUDE #OPEC #XOM $XOM $XLE,negative,neutral
"Purchases today using 2020 Vision for 2040 Relaxation:  $PPL, $MO, and $XOM all in my #RothIRA. #investing",positive,neutral
Sentiment for $AMZN out of 231 total scores; 87 % is positive and 13 % is negative. #sentiment https://t.co/gBlbcU8Kfk,neutral,negative
"Apple | $AAPL

AAPL: Running out of steam (short term)

Long or short it with BTC on Trade8: https://t.co/7Y3lSIZqdd https://t.co/DJV732lLPv",negative,neutral
"$NFLX +6.8%, $FB +4.8%, $AMZN+4.2%, $TSLA +4%....",positive,neutral
$SPY $IWM $AAPL $CAT https://t.co/zejsfSJAfm,neutral,neutral
"RT @d_kab1: $SPX bearish divergences on all timeframes below 4hour, multiple indicators including MACD/RSI",negative,neutral
EZCORP Inc $EZPW Receives Consensus Rating of “Hold” from Analysts https://t.co/mqwhh0RIsX #stocks,neutral,neutral
"True Economics: 6/5/20: S&amp;P500 and Fundamentals: What should matter, doesn't ... https://t.co/gg5jA2VE7p $SPX $SPY #corporatefinance #earnings #EPS #equities #financialrisk #investment #Markets #stocks #COVID19 #COVID2019",positive,neutral
@chrissyfarr @zbiotech Good news for health insurers $UNH $ANTM $HUM $CI They will mint more money now💰,positive,positive
"RT @ToneVays: With only 1 hour to go, $SPX is on a Trifecta of a Rejection.
1. Perfected to TD Sell (Also many stocks like $AAPL, $GOOG, $F…",negative,negative
"RT @_SeanDavid: Interesting New Facebook Patent: $FB

Allowing general users to turn photos into ads. 

ie. Users would now monetize their…",positive,neutral
"Last update of day, still short on small caps $IWM $RTY_F for EOD sell off. Trump news conference at 5pm concerning China. It would be funny if it's about banning TikTok. $QQQ red, $SPX $DJI positive. https://t.co/VcsQy6ooBl",positive,positive
UPDATE 1-Minerva's schizophrenia drug misses main goal in study; shares tumble $NERV $AGN $JNJ https://t.co/l5Ihr3iyl7,negative,negative
"RT @commodi08973633: TARGET ACQUIRED $CMS 
This looks bad, sell at $60.29 
Take Profit: $58.02 
Stop Loss: $60.89 
I give you $50: https://…",negative,negative
"RT @MMeatloaf7: CHINA TELLS STATE FIRMS TO HALT PURCHASES OF MAJOR U.S. FARM PRODUCTS

$spy $spx",negative,negative
Apple Option Alert: Jun 26 $350 Calls at the Bid: 400 @ $4.951 vs 5214 OI; Earnings 7/28 After Close [est] Ref= $346.5 $AAPL,neutral,neutral
RT @Sam_Chaudhary09: @wegopro @Unicorn_Watch @CoinDeskMarkets @jasonappleton @Brad_Laurie @TheCryptoLark @CryptoNewton @CryptoMichNL @digis…,neutral,neutral
RT @realJosephRich: Tim Cook furiously trying to save the NASDAQ by buying back $AAPL stock funded by debt bought by the Fed is the lowest…,positive,neutral
"RT @KobeissiLetter: S&amp;P 500: $SPX 2008 VS 2020 COMPARISON.

We see a near identical setup now in a three wave bear market as in 2008.

Bega…",negative,neutral
RT @StockBoardAsset: On day one of official recession - SPX500 attempting to close gap near record high https://t.co/srIG9ibdRV,negative,negative
"RT @crushthemarket: I Think A Better Question Is How Far Will The #FED Allow #Stocks To Fall Before They Add To #QE? ""How Far Will The Fed…",positive,negative
Microsoft to permanently close all of its retail stores https://t.co/e0bIUI4JLS $MSFT,negative,neutral
"RT @nareshbahrain: Take one #Stock per week. just one &amp; do a very detailed study. Without your knowledge, over a period of time u will gain…",positive,positive
"@Tesla beat @ToyotaMotorCorp to became the most valued automaker. Again.

The end of quarter delivery push has also pushed the #stocks price into the stratosphere. 

#Tesla #ElonMusk #ElectricVehicles https://t.co/R6zvNh7uJG",positive,neutral
Analysts Expect Kezar Life Sciences Inc $KZR to Announce -$0.26 EPS https://t.co/FnGtkF5Ts6 #stocks,neutral,neutral
RT @ukarlewitz: $SPX concentration highest since Hotel California released. Spot the correlation https://t.co/fpuL80jhRZ,positive,positive
Zacks: Brokerages Expect Enova International Inc $ENVA Will Announce Quarterly Sales of $340.53 Million https://t.co/1X6YtV1bOc #stocks,neutral,neutral
Big Changes May Be Coming to Your Next Stimulus Check @themotleyfool #stocks  https://t.co/Ev0pFXKVRo,neutral,neutral
Spiking $AMZN $TSLA not about bubble. But personal issues between Elon and Musk. Whose dick is longer,negative,neutral
Microsoft revenue up 15%? Lol. Incredible that a trillion dollar company is still able to grow double digits. $MSFT (I own it.),positive,positive
RT @CGrantWSJ: $JNJ CFO Joe Wolk tells me he wasn't 100% sure until last week that the company would be giving 2020 guidance today. Their a…,neutral,neutral
Pelham Long/Short Master Fund Limited short position in WM MORRISON SUPERMARKETS up 0.14% to 1.65% #MRW $MRW #LSE #StockMarket #Stocks #Shares #Business #Markets #Trading #News #Investing #Short https://t.co/vM411LdLkR,negative,neutral
RT @BWUIC: $AAPL $AAPL $GOOG - DOJ's Apple probe focusing on App Store payment rules - Bloomberg https://t.co/L23LWK2bHy,neutral,neutral
"RT @JRamsbunctious: $GMGI continues to climb and longterm #investors are loving the consistent gains. 

#investment #investments #stocks ht…",positive,positive
"Gary Shedlin Sells 2,625 Shares of BlackRock, Inc. $BLK Stock https://t.co/e2eXvUSk0D #stocks",negative,neutral
"Shortcuts Rewind: Working with Apple Notes, Part 1 https://t.co/nET2jnzAdO $AAPL https://t.co/LoIEK2in70",neutral,neutral
"RT @winstapro: ES_F stuck in the range. Let see if it holds 3140

$ES $SPX $AAPL $AMZN $BA $FB $GOOGL $NFLX $NVDA $TSLA $ROKU $SPOT $SHOP $…",negative,neutral
Long $FB https://t.co/doXfAKVWDP,positive,neutral
Huge variation: Mead Johnson Nutrition Company $MJN 70.72 up 4.12% 4:02pm https://t.co/Pa7hlovGSJ  #stocks,positive,neutral
"RT @apollotradingsd: Saturday:  country descends into chaos

Sunday:  chaos deepens

Monday:  $SPX rallies 2% for no reason, Trump declares…",negative,neutral
"The financials are new for me. Why? $XLF is at support, and RSI vs. $SPX is extremely low. Q2 earnings starting this week will be lousy, but I suspect they rally soon, maybe with the Fed as catalyst again. https://t.co/rlgxRRNqM1",negative,negative
$JPM looks ready to die. This is a micro-version of @RaoulGMI chart of European banks on the cliff of death months ago. https://t.co/Ye9dgewNGm,negative,neutral
Character Group – An impressive earnings history #stocks #trading ... https://t.co/j1Dil6V5Tz,positive,positive
$BRK.B $BRK.A - Berkshire Hathaway: Buffett Isn't Buying. https://t.co/yUZZm7lj9K #markets #stocks #investing,negative,neutral
RT @KimbleCharting: Commodities creating a long-term double bottom at the 2009 financial crisis lows? $DBC $GLD $SPX  $SLV https://t.co/tZE…,negative,negative
"RT @Investingcom: BREAKING:

*AMAZON SURGES TO NEW ALL-TIME HIGH ABOVE $2,270 AS #CORONAVIRUS LOCKDOWN BOOSTS DEMAND 

$AMZN https://t.co/O…",negative,negative
"Nucor Co. to Post FY2021 Earnings of $3.15 Per Share, KeyCorp Forecasts $NUE https://t.co/FrK6cWxdJ6 #stocks",positive,neutral
"RT @TrueBubbleHead: Notable inside weeks:  $AAPL a pause after an epic run up, $BAC upper shadow inside a bearish candle... could be tellin…",positive,neutral
@Microsoft $AAPL $AMZN $BTC $ETH $FB $GOOG $QQQ $SPY $TSLA https://t.co/MbysAmfhaB #money #entrepreneur #trading #investing #stock #stockmarket #forex #crypto #Bitcoin #Coinbase #Robinhood,neutral,neutral
"$mu We have detected a noticeable fall in the Zeitgeist for Micron Technology, Inc. at  https://t.co/Y1gBzDragg
Visit DataSwarm Markets for more information
#STOCKS #NASDAQ
DataSwarm ref: 102990",negative,neutral
"Imagine being #Mnuchin or #Kudlow at the moment, trying to explain to the dumbest man that's ever occupied the White House what would happen if he fired #DrFauci. Ever have a migraine? Ever develop a nervous tick? $SPX $NDX $IWM",negative,negative
RT @mwcartoons: At the Corona Fair... #oil #barrel #oilbarrel #oilprice #stocks #opec #usa #shaleoil #coronavirus #bats #china @CartoonMove…,negative,neutral
RT @SorabNY: Today’s profit $544  $spy $spx $tsla $ba $amzn #Daytrading  #News #Invest #investing #Finance #Money #Life #NewYork #wallstree…,positive,neutral
USTrading Stocks Apple $APPL Facebook $FB Amazon $AMZN https://t.co/sRBfwUBKBk https://t.co/LBzFFVmo3P,neutral,neutral
"#stockedgeclub 
#biocon stock is in bull market after sharp rally it is consolidating in a ascending triangle , RSI &amp; MACD bullish
staying above mid bol 350 stock may anytime resume upmove and once it breaks above upper bol 371 it can create new high
#NSE #Stocks https://t.co/FdkmLhXO8F",positive,negative
"$DIS
Above $115 this looked like it wanted above $120! 
Got above $115, hit $120, retested $115, now above $120. 
I could see it trade in range of $120 to $130. https://t.co/bZlLZLhQoj https://t.co/RRSB34FJhr",positive,neutral
"PayPal, Intuit, Square Get Approval To Give Loans To Small Businesses As Part Of $2T Federal Coronavirus Relief Package $INTU $PYPL $SQ Also $AMZN $FB https://t.co/JdPauIit2T",positive,neutral
"20 retweets and likes for some trade ideas before they happen next week...go!!

$SPY $FB $TWLO $TSLA $AAPL $BYND $ES_F",positive,neutral
"#Stocks suffered a huge technical damage today after markets got spooked by California shutdown

We see what upside down hammer means on the hourly chart. Our daily chart has the same hammer

Is this a bear trap or a major turning point?

#StockMarket https://t.co/WSwrMFC0WF",negative,negative
"RT @theponzifactor: 📺 Recent interview on @Renegade_Inc

Real [#economic] growth should not be measured by how much a company sells. It sho…",positive,neutral
"RT @ISABELNET_SA: 📌 Subscriber Access

The #stockmarket valuation, the short- &amp; long-term forecasts, and the equity risk premium have been…",neutral,neutral
$SPLK #Stocks #StockMarket #Splunk reported Q1 EPS on https://t.co/savSNTKlN1 https://t.co/AmbIdDTC97,neutral,neutral
@SlowdownAhead @BluedeerC $msft $goog $FB earnings and their positive tone means nothing. They are hugely dependent on macro economy and should not be the ones we lean on to forecast economy.,positive,positive
"Both $TSLA and $AMZN have seen a recent surge in volatility while $SPY is seeing a fall in volatility.

Expect tech stocks to see mean reversion soon. https://t.co/DlyhwTrCp0",negative,negative
"RT @SethCL: $VIX $SPX From within this weekend's Research Report. Subscribe to unlock! 41 pages of technical, fundamental and macro-analysi…",neutral,neutral
"RT @Reveretrading: July 7 Plan📌

*Click on Picture to Expand* 

Thank you all for the feedback. 

I'm getting hundreds of DMs, I will do my…",neutral,neutral
"RT @AlwaysTrading1: If $DIS keeps this up, Mickey is going to need to get a job with $GRUB",positive,neutral
$AAPL - Apple's Irish tax appeal reaching decision next week https://t.co/UCd8COnagX,positive,neutral
$gnpx People make no sense. This company is in fast track FDA trials for A CURE FOR LUNG CANCER. They obviously already demonstrated it works. Should be trading at least 3x higher. $immu $meso $btc $mrna $pfe $mrk $msft $gene $nio $ino $htbx $ge $amzn $baba $lk,negative,neutral
"$AAPL ..

Why INVEST in $ZM !! LT!!

We R and will live in a New WORLD
&amp; $ZM will be a part of our lives!

$GOOGL going to acquire $ZM sooner or later ! https://t.co/nOFqlMTNej",negative,neutral
"RT @ShellCapital: INVESTOR SENTIMENT STOCK MARKET POLL:

What direction do you believe the US stock market will trend in the next 6 months?…",neutral,neutral
RT @SheepKnowMore: Fake outrage. $FB is an invaluable Deep State election-interference tool. Tantrums like this by their #FakeNews media al…,negative,negative
"RT @BrianFeroldi: Great list of free investing resources:

1) Yahoo Finance - https://t.co/Xx3zedsQmJ

Most useful tabs:

Summary
Statistic…",positive,positive
"""Sound collision."" $SPX #Ramius https://t.co/wTjFIBKi8K",negative,negative
"$AAPL #patent 10,680,784 Method and apparatus for controlling downlink HARQ timing in TDD environment #tech #IP #research https://t.co/Hg07Eh2nUA https://t.co/dPT8VDcnLX",neutral,neutral
A Big Change Is Coming to the Next Stimulus Deal @themotleyfool #stocks  https://t.co/d3EclZJrtt,neutral,neutral
Phoenix protesters demand answers after police ... $AAPL $AMZN $BTC $ETH $FB $GOOG $MSFT $QQQ $SPY $TSLA #cnbc #foxbusiness #business #money #entrepreneur #trading #investing #investment #stock #stockmarket #forex #crypto #cryptocurrency #Bitcoin #Ethereum #Coinbase #Robinhood https://t.co/yDKITrQj8j,negative,negative
"If market condition improves $dis, $aapl, $fdx, $cost, $cat, $de strike prices can be bought. This are really cheap but timing is important. https://t.co/lQtxSNNg8B",positive,positive
"@CryptoCrewNews I am hesitating between $FB, $TSLA and $QQQ puts? What puts do u have?",negative,neutral
@NickDeMiro @Gambiste1 @ShitFund $KO should and will see an ESG driven activist campaign in the next five years; Jeff Uber has said as much.,neutral,neutral
"RT @Prometheus_Cap: Bot $AAPL 380s 1.98

Pray for em.",neutral,neutral
$SPY $SPX Trading in this stock market feels like 😂 https://t.co/NylOoF6gge,neutral,neutral
